motif	fimo_bg_hg19	fimo_without_overlaps	fimo_without_overlaps_1e-2	fimo_without_overlaps_1e-3	fimo_without_overlaps_1e-5	fimo_without_overlaps_1e_6	fimo_without_overlaps_bg	fimo_without_overlaps_bg_1e_2	fimo_without_overlaps_bg_1e_3	fimo_without_overlaps_bg_1e_5	fimo_without_overlaps_bg_1e_6	fimo_with_overlaps	moods_without_overlaps	moods_without_overlaps_1e-2	moods_without_overlaps_1e-3	moods_without_overlaps_1e-5	moods_without_overlaps_1e_6	moods_without_overlaps_bg	moods_without_overlaps_bg_1e_2	moods_without_overlaps_bg_1e_3	moods_without_overlaps_new_bg	moods_without_overlaps_new_bg_1e_2	moods_without_overlaps_new_bg_1e_3	moods_without_overlaps_new_bg_1e_5	moods_without_overlaps_new_bg_1e_6	moods_with_overlaps
RUNX3_MA0684.1	0.28600388057108106	0.26808864101575247	0.08696864404773491	0.3600325792806285	0.04534092220128447	0	0.28600388057108106	0.07479520682418252	0.33633346970316835	0.03866751735204841	0	0.2680687599187221	0.27622938858893914	0.09978028363385448	0.3708657168769445	0.04997321496900589	0	0.3767092492791329	0.030238837569450228	0.10561313291986102	0.28144157262468145	0.07475093921721498	0.3355612371880444	0.035246902809282846	0	0.27619714610872803
TBP_MA0108.2	0.06196950968273589	0.06252457727093984	0.048159858112599326	0.10114734919234006	0.01435328657641494	0.0028205562136853386	0.06196950968273589	0.054442228687872546	0.1074105013377886	0.014283377855312654	0.0033856223902494075	0.06231628453850676	0.07095358425322516	0.04000091920917371	0.09143020922900545	0.013525210993291495	0	0.06885823584501341	0.013217919523153472	0.02378666578766291	0.06067920759114367	0.05430134585652163	0.10722774678632065	0.009821773437068918	0	0.07025051848437963
Crem_MA0609.1	0.10326693227091634	0.09722577345947328	0.091660959439869	0.23892859324415125	0.019212095991122207	0	0.10326693227091634	0.09421260795867302	0.24563406356062945	0.019212095991122207	0	0.096430609269004	0.09196137366502526	0.0854662107525637	0.23421037312998427	0.010814204981511198	0	0.23435477537486002	0.015945976349504204	0.09098414167826709	0.10161264569695035	0.09416623200640967	0.2447222477556148	0.016750651607298002	0	0.09124654970018084
MEF2A_MA0052.3	0.1539474550602489	0.16510308565103085	0.03889285239988017	0.11542717928711894	0.09224367125187839	0.016845735508688155	0.1539474550602489	0.0476109843919639	0.13458601175759574	0.06533127889060092	0.011284255776464266	0.15808579983571372	0.16019296348665057	0.028156217805204043	0.08981963569878688	0.11866844754957362	0.018866679860149085	0.07688051980567862	0.009321575317047115	0.022886754997460873	0.15367306419589677	0.046082737809530545	0.13173428070214152	0.05705012171524874	0	0.14747037767270918
RFX5_MA0510.2	0.07975295381310418	0.07741841065417825	0.01397198935573296	0.04582602155928804	0.07683647621728117	0.04597303836847563	0.07975295381310418	0.012896256806816666	0.04742838864807033	0.07893654926682198	0.052398775093569244	0.05577227200843437	0.07564836144757375	0.013780157958873022	0.04271536923134976	0.0722822174226062	0.03745583038869258	0.02705392490468559	0.0037104174417712616	0.005510845294287383	0.07966513637591142	0.012703513362339188	0.047267453358823916	0.07675194660734148	0.047413047240006924	0.0546635880362992
ELF1_MA0473.2	0.3577196922635829	0.3421933036537499	0.03381042370945924	0.1802249878452915	0.12218910864264428	0.022564800855906238	0.3577196922635829	0.031027442751545772	0.167061793164889	0.15656987216096296	0.029632498910569894	0.3421212041402196	0.3208463599821349	0.03662644654498991	0.18410571285678992	0.09418819188191882	0	0.1504850867385581	0.011341139046536755	0.0272570658110782	0.3572042394729304	0.030798440589141222	0.1615154246503649	0.14590905061608014	0.021137736216637445	0.32080158530799074
ETV6_MA0645.1	0.013636924595828706	0.015473887814313346	0.0006834524074548694	0.003419452887537994	0.048547552725825706	0.020618556701030927	0.013636924595828706	0.0006342307333710111	0.003032916690232453	0.04505386875612145	0.026128266033254157	0.015403201449713078	0.016258785671945126	0.0007147625349020513	0.003754110424875872	0.038293216630196934	0	0.003939926076639522	0.0002510270406686179	0.000752424633054678	0.013681245550499892	0.0006338790521955109	0.00301448216255718	0.04472396925227114	0.011816838995568686	0.016187505269370205
MEF2C_MA0497.1	0.1751184306743395	0.16333498268184068	0.021007122340584047	0.06917062156342121	0.13264352949629948	0.029828346308976645	0.1751184306743395	0.02419031424950673	0.08360036738442699	0.11262880421758927	0.021088957055214724	0.1606091568140904	0.13799109086646347	0.01766120943841577	0.05284316415180613	0.13544474393530997	0.044978323699421965	0.03194825783771985	0.007025270218665427	0.01144955380162844	0.17534894119901626	0.024206307775091758	0.08359428182437031	0.10535699813599157	0.009147528221097703	0.1343745924090257
STAT1_MA0137.3	0.014441455472178961	0.013238241737752296	0.002322536631368792	0.008638305224089553	0.013923197844150012	0.005750431282346176	0.014441455472178961	0.0024266268576405114	0.009293776535155845	0.013215859030837005	0.002452483139178418	0.011693498579486969	0.012216039827636698	0.002086513501561902	0.007646550611227519	0.012794151245145076	0.0024227740763173833	0.0071379925689014564	0.000686483610807241	0.0018972894319761562	0.014405534758091266	0.002306088303895954	0.009282062220843271	0.01364566750056857	0.0	0.010465949820788531
PAX5_MA0014.3	0.13098518595255362	0.12197379863663141	0.026077913766898646	0.09578254772947901	0.03484008289923262	0.007959135186505107	0.13098518595255362	0.021672855981600913	0.07512218708345313	0.060742637644046096	0.012617924528301887	0.1218609865470852	0.11161835197443506	0.03213230462142029	0.11875947786268622	0.019130434782608695	0	0.10201511335012595	0.00977244916327032	0.024766530565144773	0.13131355052915542	0.021670061952792325	0.07508229849092272	0.05732319312949454	0.005122096486003574	0.11157590508062062
Tcf12_MA0521.1	0.16317481757719018	0.16380549829369273	0.019118193257978502	0.08479125248508947	0.09561043202850497	0.016892123875575087	0.16317481757719018	0.017416660943443425	0.07437365441352364	0.12489028213166144	0.022468868435300486	0.14830608117641525	0.16426374270229552	0.02100181749429746	0.09250579122629217	0.07202746046930392	0.012004466778336125	0.0856064158326192	0.00701439126441422	0.018668349645647692	0.16326710686921866	0.01750083426257837	0.07962621006099267	0.12470489038785834	0.01731007006456931	0.1488232841929738
USF2_MA0526.2	0.2820355610055181	0.33100143747005273	0.014071753595682895	0.08468374281233665	0.3164179104477612	0.12179582160320047	0.2820355610055181	0.011588107732602349	0.06292321415547913	0.36621807777895515	0.17314285714285715	0.29515060884426403	0.3637898799831132	0.016826619349238875	0.10321061339667266	0.2481467030823254	0.051641001710997045	0.039552897940122435	0.004614967206415673	0.007132890962088385	0.28175536340942803	0.011589489467215847	0.06284007553809687	0.35705850778314546	0.14879395524556815	0.33106476399560925
EGR1_MA0162.3	0.28621308219616887	0.3369839160518719	0.023607485495683755	0.11178381119324367	0.28112322849164956	0.04810714773814405	0.28621308219616887	0.01996063108622412	0.08464372645655947	0.3399170716483125	0.11357574969101672	0.3310981098109811	0.3542498924466843	0.02658388598842952	0.1407246840899574	0.16898461538461537	0	0.07989389092611375	0.009106286505873808	0.015532432167469851	0.27444566225444733	0.019517960104573292	0.0869502066470363	0.3382504595794288	0.10058433458078918	0.35058065300662733
BHLHE40_MA0464.2	0.2596975393028025	0.20688556670534963	0.09901972778922567	0.36306626731561215	0.0536817848538808	0.0021091341733816453	0.2596975393028025	0.08160849707626638	0.34550662370211244	0.06639154922266345	0.01325000670546898	0.20203546509044043	0.168040943986352	0.11434208943252457	0.3634219719427394	0.03810935267030117	0	0.37644538572019764	0.02139575356769927	0.1214593907324713	0.25704429064261075	0.08143087113892315	0.3448080759953545	0.06083174917319861	0.0080768920119538	0.16494989187806636
